plateifu,mangaid,z,Lambda_Re,lambda_r,Sigma_Re,Re_arcsec_MGE,Qual,drp3qual,target,log_Ms_Re_cyl,log_Mt_Re_cyl,fdm_Re_cyl,chi2_dof_cyl,inc_deg_cyl,log_excess,log_Ms_Re_sph,log_Mt_Re_sph,fdm_Re_sph,chi2_dof_sph,inc_deg_sph,log_excess_sph,nsa_elpetro_mass,PHOTOMETRIC_MASS,STELLAR_SIGMA_1RE,STELLAR_RCHI2_1RE,drp_nsa_elpetro_ba,drp_nsa_elpetro_th50_r,drp_mngtarg1,Re_kpc,rar_resid,rar_resid_sph,rar_resid_nsa,rar_resid_firefly,mass_tertile
11743-1902,1-604888,0.0356731,0.416,0.416,219.1,4.989844570879925,1,1,0,11.002,11.028,0.057,0.030447,86.357,0.0259999999999998,10.965,11.027,0.13,0.040263,86.357,0.0619999999999993,10.723446690502556,11.060987,212.06088,1.747934,0.6120252,3.761608,1040,3.6611123727612425,0.2799430932704496,0.3169430932704505,0.5584964027678947,0.22095609327044954,High
10519-12704,1-183175,0.0284762,0.797,0.797,106.0,17.999479302284378,3,1,0,10.922,11.106,0.345,0.015948,56.259,0.1839999999999992,11.069,11.073,0.009,0.015324,56.321,0.0039999999999995,10.380921817300608,10.718462,65.21761,0.88222986,0.624961,16.3353,1088,10.634068458382446,-0.20116187389878587,-0.34816187389878617,0.3399163088006063,0.002376126101214019,High
10844-6104,1-181700,0.06144884,0.07,0.07,217.5,7.832673623077621,1,1,0,11.433,11.497,0.136,0.03232,3.272,0.064,11.432,11.496,0.136,0.032311,3.28,0.064,10.870787401721651,11.208328,225.83653,0.9576049,0.85949016,4.7769012,1040,9.599383791945305,0.3222406554704361,0.3232406554704356,0.8844532537487845,0.5469126554704361,High
11013-3702,1-627026,0.025247505,0.614,0.614,162.8,13.863470098114952,1,1,2,11.484,11.646,0.311,0.024926,25.731,0.1620000000000008,11.455,11.661,0.378,0.025093,25.743,0.2059999999999995,10.653594871989156,10.991136,131.0356,0.9048258,0.81947863,11.410233,4160,7.290311732206793,-0.321066382135999,-0.2920663821359992,0.5093387458748445,0.17179761786400183,High
11019-1901,1-151874,0.03211222,0.236,0.236,110.1,3.747551393461333,1,1,2,10.249,10.323,0.156,0.040544,46.63,0.0739999999999998,10.237,10.315,0.165,0.040358,47.443,0.0779999999999994,9.976706761022864,10.314247,110.94381,1.1047069,0.817983,3.0572896,4224,2.485806500205456,0.30208238729898973,0.3140823872989903,0.5743756262761259,0.23683538729899048,Mid
11750-6102,1-397404,0.018246055,0.553,0.553,71.9,4.680782713247456,1,1,0,9.565,9.657,0.191,0.040833,86.789,0.0920000000000005,9.681,9.681,0.0,0.040997,86.789,0.0,9.258423554383835,9.595964,60.81952,0.9575293,0.33311647,6.286565,1168,1.7940657471615227,0.32233324670039026,0.2063332467003905,0.6289096923165544,0.2913692467003894,Low
11743-6101,1-584667,0.029140204,0.812,0.812,103.5,7.006907733864956,3,1,0,10.461,10.527,0.142,0.027072,59.546,0.0659999999999989,10.512,10.518,0.012,0.02562,59.537,0.0060000000000002,10.153296205249577,10.490837,72.37592,0.9454049,0.65446514,6.7187552,1168,4.232799202534864,-0.04977522322625948,-0.10077522322625966,0.2579285715241643,-0.07961222322626,Mid
10840-12702,1-214169,0.033942897,0.696,0.696,118.1,6.310860129692829,1,1,2,10.712,10.821,0.222,0.030339,36.64,0.1089999999999999,10.698,10.814,0.235,0.031119,36.702,0.1159999999999996,10.176408872729722,10.513949,104.03641,0.8901062,0.6852224,6.2137127,4288,4.414971488915761,0.03270753390263305,0.04670753390263237,0.5682986611729111,0.2307585339026326,Mid
11747-6104,1-299614,0.08360566,0.094,0.094,290.3,6.040491825681849,1,1,0,11.576,11.674,0.2,0.020806,82.799,0.0979999999999989,11.654,11.686,0.068,0.0189,82.706,0.032,11.036348229698648,11.373889,290.88232,0.93101186,0.7919827,5.480227,1040,9.813266311676617,0.4086571511408671,0.33065715114086763,0.9483089214422197,0.6107681511408674,High
11749-6101,1-387356,0.06262461,0.214,0.214,230.0,8.751747386370184,1,1,0,11.446,11.545,0.202,0.033109,26.103,0.0990000000000002,11.338,11.49,0.292,0.033034,58.302,0.152000000000001,10.888853166982935,11.226394,233.88762,0.9458301,0.95670474,6.225317,1040,10.91578712796621,0.3954784425154882,0.5034784425154887,0.9526252755325528,0.615084442515487,High
11748-12704,1-387502,0.024824606,0.858,0.858,86.5,4.921316889511949,1,1,0,9.837,9.971,0.266,0.043009,86.843,0.1340000000000003,9.912,9.988,0.161,0.045518,86.843,0.0759999999999987,9.397449847993826,9.73499,51.39487,0.8988893,0.2369088,8.061335,1168,2.5459043433978437,0.05609054128421674,-0.018909458715784276,0.4956406932903904,0.15810054128421672,Low
10519-1901,1-183195,0.0281338,0.621,0.621,92.3,2.9831620973803115,1,1,2,9.88,10.071,0.355,0.03374,54.762,0.1909999999999989,9.872,10.072,0.368,0.033737,54.663,0.1999999999999993,9.6864691320268,10.02401,85.5547,1.121688,0.762871,2.56246,4224,1.741977911029363,0.29093930475329327,0.2989393047532941,0.4844701727264933,0.14692930475329347,Low
11013-3704,1-244785,0.025565194,0.579,0.579,80.0,7.2037139374757055,1,1,0,8.577,10.156,0.974,0.033439,86.698,1.5790000000000006,10.245,10.245,0.0,0.033668,86.698,0.0,9.442286049341208,9.779827,64.568054,0.9245802,0.39706978,8.966921,1168,3.834369620072489,1.6921382856237397,0.024138285623740433,0.8268522362825319,0.4893112856237405,Low
11025-12705,1-23958,0.029512003,0.321,0.321,210.8,10.567604285215658,1,1,0,11.159,11.224,0.138,0.016996,67.933,0.0649999999999995,11.135,11.213,0.164,0.017023,85.646,0.0779999999999994,10.69998588949622,11.037526,206.29219,0.9306104,0.7905874,8.493259,1024,6.462323182105348,0.3457631616470453,0.36976316164704626,0.8047772721508254,0.4672371616470463,High
11746-12702,1-218748,0.025527079,0.657,0.657,74.6,6.760192686253544,1,1,0,10.008,10.008,0.0,0.035904,74.76,0.0,9.452,9.953,0.684,0.03576,75.137,0.5009999999999994,9.156421297297102,9.493962,56.5713,0.8614879,0.37348038,9.806194,1168,3.59309488658167,0.11806991951487465,0.6740699195148737,0.9696486222177713,0.6321079195148739,Low
11007-12702,1-456414,0.028163625,0.419,0.419,120.6,6.915911294518623,1,1,2,10.513,10.551,0.084,0.040071,26.918,0.0380000000000002,10.483,10.537,0.117,0.039726,27.193,0.0540000000000002,9.92568208478926,10.263223,134.29416,1.3853543,0.8593929,2.1510735,4288,4.042589922530849,0.4151828587365823,0.4451828587365817,1.002500773947322,0.6649598587365821,Mid
11744-6103,1-459283,0.029283516,0.746,0.746,106.6,7.231135386946437,1,1,0,10.332,10.544,0.386,0.023142,49.37,0.2119999999999997,10.328,10.544,0.392,0.023135,49.372,0.216000000000001,10.070892640448363,10.408433,89.862946,0.91742224,0.8482483,5.5837755,1168,4.388975260283595,0.28293335252182117,0.28693335252182256,0.5440407120734585,0.2065003525218214,Mid
10837-6102,1-3019,0.0659151,0.072,0.072,214.3,5.880714168880409,1,1,0,11.342,11.343,0.0,0.039304,28.257,0.0009999999999994,11.325,11.326,0.0,0.039458,35.087,0.0010000000000012,10.922176223844414,11.259717,218.71835,0.98304975,0.9006715,5.3174915,1040,7.690263460925004,0.2891205759830303,0.30612057598303166,0.7089443521386174,0.3714035759830307,High
11022-12704,1-368603,0.02686099,0.781,0.781,120.6,5.185181803897255,3,1,0,10.382,10.398,0.037,0.025318,78.258,0.016,10.367,10.395,0.061,0.025363,78.372,0.0279999999999986,9.975721655034889,10.313262,97.07608,1.0438168,0.38611546,6.0028944,1168,2.895293389163415,0.11932595605371733,0.13432595605371614,0.5256043010188285,0.18806395605371704,Mid
11750-3704,1-401259,0.05480691,0.09,0.09,196.3,6.2551517244814425,2,1,2,11.31,11.311,0.0,0.034654,20.877,0.0009999999999994,11.292,11.293,0.0,0.034941,21.603,0.0009999999999994,10.784895465770893,11.122437,202.38138,0.9605843,0.93693554,4.8850574,4160,6.891528318443251,0.20606556652872815,0.2240655665287288,0.731170100757836,0.3936285665287289,High
10846-9102,1-607835,0.04901973,0.679,0.679,161.9,16.307717626759658,1,1,0,11.712,11.712,0.0,0.022834,31.602,0.0,11.697,11.701,0.008,0.023635,31.641,0.0040000000000013,11.01625266186957,11.353793,150.84836,0.8755624,0.85278416,12.130433,1040,16.180826811447375,-0.08050918903336945,-0.06550918903336884,0.61523814909706,0.2776978109666308,High
11010-9101,1-522062,0.024156649,0.677,0.677,91.0,7.60678533284817,1,1,0,10.047,10.262,0.391,0.018226,56.742,0.2149999999999998,9.94,10.26,0.521,0.018085,56.507,0.3200000000000003,9.997069111225551,10.33461,74.86481,0.9325909,0.63690054,7.345901,1552,3.8323760781267993,0.35043248960281315,0.4574324896028142,0.40036337837726255,0.0628224896028141,Low
10519-1902,1-183181,0.0283811,0.536,0.536,178.8,3.163755604265499,1,1,0,10.511,10.567,0.12,0.020386,76.991,0.0560000000000009,10.507,10.563,0.118,0.021618,82.656,0.0560000000000009,10.142574033338468,10.480115,178.25348,1.8999345,0.656404,2.6438,1168,1.863114709740694,0.32672454471777357,0.33072454471777324,0.6951505113793051,0.3576095447177733,Mid
10840-12704,1-214319,0.020710804,0.784,0.784,78.2,8.244513551951911,1,1,0,8.592,10.001,0.961,0.782039,86.855,1.408999999999999,9.649,10.032,0.586,0.794251,86.855,0.3830000000000009,9.440345707517674,9.777886,47.25504,0.8634222,0.19049805,14.793406,1168,3.5761033818167967,1.3757152511329918,0.318715251132993,0.5273695436153186,0.18982925113299162,Low
11007-6104,1-456880,0.025233487,0.232,0.232,107.0,4.200139310543292,3,1,0,11.02,11.185,0.316,0.038787,2.566,0.1650000000000009,10.818,10.938,0.241,0.038782,2.572,0.120000000000001,9.879366555080916,10.2169075,110.24246,1.0821714,0.93951285,3.1354394,1168,2.2075168544826456,-0.5259892649121988,-0.3239892649121989,0.6146441800068851,0.27710323508780105,High
11025-1901,1-24156,0.029374301,0.375,0.375,144.8,2.9256015878807657,1,1,2,10.372,10.391,0.042,0.044765,63.113,0.0190000000000001,10.362,10.377,0.034,0.053206,71.426,0.0150000000000005,9.991273047861476,10.328814,144.19359,1.1761408,0.7393194,2.5707443,4224,1.7810186681108158,0.26196929643501593,0.2719692964350158,0.6426962485735397,0.30515529643501643,Mid
11746-12703,1-556472,0.04808478,0.592,0.592,73.3,14.775406727812172,1,1,0,10.814,11.636,0.849,0.031507,6.035,0.8219999999999992,10.794,11.638,0.857,0.031442,6.037,0.8439999999999994,10.601214607441232,10.938755,80.6668,0.86927354,0.89914775,12.101943,1040,14.396883092780579,0.22306705180290984,0.24306705180290936,0.4358524443616777,0.09831205180290936,Mid
11017-9101,1-319387,0.025322892,0.76,0.76,121.2,7.515391021055824,3,1,0,10.589,10.692,0.211,0.02204,45.267,0.1029999999999997,10.585,10.695,0.222,0.022349,45.275,0.1099999999999994,10.026159397942854,10.3637,103.129776,0.88596946,0.72577626,6.350676,1552,3.963518350060444,0.10125793765272058,0.10525793765272012,0.6640985397098673,0.32655793765272134,Mid
11004-9102,1-457341,0.070667535,0.092,0.092,234.9,8.20651689894855,1,1,0,11.465,11.507,0.09,0.038362,85.581,0.0419999999999998,11.49,11.504,0.029,0.03959,85.581,0.0139999999999993,10.998784011883926,11.336325,241.84412,0.9203086,0.729624,7.593778,1040,11.441206665382383,0.42595181152734457,0.40095181152734416,0.892167799643419,0.5546268115273438,High
10840-12705,1-605551,0.012992108,0.511,0.511,223.7,18.902604596679797,1,1,0,11.248,11.351,0.209,0.012286,45.218,0.1030000000000015,11.226,11.371,0.282,0.012152,45.25,0.1449999999999995,10.89180954516479,11.22935,194.56415,0.9641461,0.64769423,24.508648,0,5.192022426397354,0.11087111737307523,0.13287111737307378,0.4670615722082846,0.12952111737307445,High
11007-9101,1-456837,0.022492664,0.797,0.797,71.8,7.049801765824823,1,1,0,9.715,10.098,0.585,0.026509,63.23,0.3830000000000009,9.995,10.102,0.217,0.025881,63.291,0.1070000000000011,9.71739491313832,10.054935,49.207516,0.8714665,0.5678652,7.163077,1168,3.3137928421861074,0.25479715579203494,-0.025202844207964432,0.2524022426537155,-0.08513784420796565,Low
11748-6103,1-605717,0.024462113,0.723,0.723,104.9,7.010072792617044,1,1,0,10.141,10.393,0.439,0.021791,64.827,0.2520000000000006,10.057,10.39,0.535,0.022233,64.865,0.3330000000000002,10.107409631347956,10.44495,89.59796,0.9006373,0.6274323,6.4978743,1040,3.5750805136363555,0.38229098563132335,0.466290985631323,0.4158813542833676,0.078340985631323,Low
11747-12705,1-299056,0.018554596,0.799,0.799,94.1,7.148551812896463,1,1,0,9.939,10.128,0.353,0.022446,83.863,0.189,10.059,10.156,0.199,0.02157,83.863,0.0970000000000013,9.654121774949989,9.991662,64.10785,0.91134596,0.35476175,8.902907,1600,2.7852055879082664,0.1850885975455529,0.06508859754555367,0.46996682259556444,0.13242659754555314,Low
10840-1901,1-76744,0.027706616,0.676,0.676,90.5,2.500374459260252,3,1,2,9.897,9.897,0.0,0.05532,65.854,0.0,9.895,9.899,0.009,0.055603,65.855,0.0039999999999995,9.554031910751174,9.891573,80.84947,1.104062,0.57544196,2.449757,4672,1.438634476344466,0.1417137338982586,0.14371373389825923,0.48468182314708463,0.1471407338982596,Low
11746-12705,1-605305,0.02560442,0.751,0.751,82.2,8.487011640896949,1,1,0,8.588,10.231,0.977,0.031274,76.239,1.643000000000001,9.675,10.26,0.74,0.030823,76.88,0.5849999999999991,9.52046060557926,9.858001,53.796486,0.89725804,0.48653376,9.984242,1168,4.524155408025712,1.5944542471164829,0.5074542471164813,0.6619936415372225,0.3244532471164823,Low
10840-1902,1-76820,0.02383374,0.626,0.626,91.9,4.3808932823247,1,1,0,9.977,10.211,0.416,0.040408,49.06,0.2339999999999999,9.275,10.259,0.896,0.033436,49.06,0.984,9.581455414181413,9.918996,84.51742,0.9861034,0.9111921,3.2537897,1168,2.1784886902567906,0.2804566875540663,0.9824566875540662,0.6760012733726538,0.33846068755406666,Low
11004-12702,1-522048,0.02370975,0.749,0.749,88.2,6.46913745200106,1,1,0,8.162,9.879,0.981,0.141308,86.843,1.7169999999999987,9.984,9.985,0.0,0.141861,86.843,0.0009999999999994,9.237018598011844,9.574559,44.36647,0.8794135,0.20615898,11.698374,1168,3.2006570501219693,1.70275780885165,-0.11924219114834925,0.6277392108398071,0.29019880885164995,Low
10845-12705,1-78451,0.029276406,0.85,0.85,133.6,8.311814472345754,1,1,0,10.473,10.617,0.283,0.018814,74.911,0.1440000000000001,10.259,10.594,0.538,0.018797,74.911,0.3349999999999991,10.402861532360449,10.740402,87.15507,0.93514353,0.41699213,10.42185,1040,5.043717521831972,0.17574498311992665,0.3897449831199271,0.24588345075947868,-0.09165701688007216,Mid
11025-3703,1-24091,0.031726897,0.706,0.706,158.1,4.266171334786697,3,1,0,10.571,10.631,0.129,0.021738,60.174,0.0600000000000005,10.555,10.632,0.161,0.022194,60.574,0.0769999999999999,10.361962933394045,10.699504,138.05923,1.265741,0.6071596,4.3936872,1168,2.797159762667428,0.22125708151999196,0.23725708151999195,0.4302941481259468,0.09275308151999243,Mid
11751-12703,1-301541,0.020620655,0.702,0.702,63.3,4.800435487765084,1,1,0,9.188,9.477,0.485,0.118345,86.82,0.2889999999999997,9.274,9.48,0.378,0.125796,86.82,0.2060000000000013,8.852146215010805,9.189687,44.442566,0.85450447,0.28624177,8.723239,1168,2.0733793911620997,0.4896859450782626,0.4036859450782641,0.8255397300674581,0.4879989450782639,Low
8487-3701,1-134312,0.0181176,0.407,0.407,74.4,4.831590033184074,1,1,0,9.708,9.756,0.105,0.039182,85.847,0.048,9.712,9.757,0.097,0.04368,85.847,0.0449999999999999,9.497374779185655,9.834915,72.76094,0.95721066,0.785104,4.2293,1040,1.8391180041690727,0.3458151136802665,0.3418151136802669,0.5564403344946114,0.21890011368026627,Low
8487-3702,1-133949,0.0202303,0.721,0.721,81.1,4.28855108182281,1,1,0,9.79,9.879,0.185,0.021002,86.749,0.0890000000000004,9.811,9.884,0.156,0.021691,86.749,0.0730000000000004,9.8740008704165,10.211541,69.779564,1.2990463,0.509072,4.24977,1040,1.818087568916,0.22248021597927767,0.20148021597927696,0.1384793455627766,-0.1990607840207235,Low
8487-3704,1-134308,0.0192536,0.546,0.546,44.9,5.316146373712115,1,1,0,7.773,9.592,0.985,0.063951,45.469,1.8190000000000008,8.811,9.572,0.827,0.064381,45.394,0.7609999999999992,9.04062211627955,9.378162,28.736002,0.8786786,0.668459,4.8241,1168,2.1474691661796963,1.5411885428224092,0.503188542822409,0.27356642654285845,-0.06397345717759084,Low
8487-6101,1-209926,0.095698,0.113,0.113,290.4,5.37753079934002,1,1,0,11.628,11.657,0.06,0.053077,85.847,0.0289999999999999,11.644,11.656,0.023,0.061979,85.847,0.0120000000000004,11.090917284820254,11.428458,304.84048,0.9968974,0.649768,6.39755,1040,9.860124796895919,0.3994366008472114,0.38343660084721143,0.9365193160269579,0.5989786008472124,High
8488-12703,1-209474,0.0652604,0.075,0.075,239.7,10.351316927238797,1,1,2,11.495,11.609,0.231,0.024887,67.242,0.1140000000000007,11.49,11.609,0.238,0.024789,67.242,0.1189999999999997,11.121648466671616,11.459189,244.81754,0.9348882,0.869779,13.257,4160,13.412426237023517,0.47560132147515516,0.4806013214751541,0.8489528548035388,0.5114123214751541,High
8488-12704,1-247634,0.0204285,0.743,0.743,77.8,5.883058166890244,1,1,0,9.685,9.792,0.219,0.050013,86.843,0.1069999999999993,9.815,9.815,0.0,0.050304,86.843,0.0,9.161834992031531,9.499375,47.9025,0.93153834,0.285974,8.46384,1168,2.5178902906205076,0.1421620777675183,0.012162077767519281,0.6653270857359874,0.32778707776751825,Low
8488-12705,1-247377,0.0365417,0.83,0.83,174.2,7.668509956501661,3,1,0,10.981,11.01,0.065,0.026118,78.969,0.0289999999999999,10.93,10.991,0.131,0.026118,78.138,0.0609999999999999,10.480883275547908,10.818424,119.2518,0.9927389,0.415062,9.23749,1040,5.757459034371166,-0.0024303418147352427,0.04856965818526487,0.4976863826373561,0.16014565818526436,High
8488-6102,1-247600,0.149179,0.072,0.072,218.3,5.904813470621121,1,1,0,11.859,12.082,0.402,0.08472,2.616,0.2230000000000007,11.744,11.884,0.275,0.084845,2.722,0.1400000000000005,11.237214373830266,11.574755,230.1645,0.9752522,0.867634,6.78679,1024,15.878960825628209,0.1313076727374504,0.24630767273745077,0.7530932989071843,0.4155526727374508,High
8546-12705,1-131877,0.0324688,0.769,0.769,91.8,9.61418706138792,1,1,0,10.304,10.606,0.501,0.016472,49.381,0.3019999999999996,10.01,10.606,0.746,0.014972,49.2,0.5960000000000001,10.065265923522109,10.402806,63.67723,0.9440222,0.665026,8.82017,1168,6.4452730638764875,0.17861856327931108,0.4726185632793115,0.4173526397572026,0.07981256327931124,Mid
8546-3701,1-132011,0.14898,0.094,0.094,244.8,5.07594838594097,1,1,2,11.729,11.802,0.153,0.071364,21.217,0.0730000000000004,11.764,11.79,0.057,0.070673,21.19,0.0259999999999998,11.216429830876251,11.55397,249.24554,0.95547533,0.89069,4.55461,4096,13.63485072989208,0.2643140948968498,0.22931409489684973,0.776884264020598,0.43934409489684945,High
8546-3702,1-91171,0.0346854,0.047,0.047,201.4,6.837259250819413,1,1,0,11.035,11.056,0.044,0.02806,84.745,0.020999999999999,11.044,11.058,0.031,0.046562,84.745,0.0139999999999993,10.51675610068226,10.854297,206.41864,0.959014,0.843924,5.10784,1040,4.8834932118170515,0.3486373286194303,0.33963732861943,0.8668812279371705,0.5293403286194297,High
11831-12701,1-152017,0.037519723,0.701,0.701,223.4,9.196247939184415,3,1,0,11.346,11.347,0.0,0.020223,63.66,0.0009999999999994,11.335,11.35,0.033,0.020539,63.601,0.0149999999999987,10.830057182849057,11.167598,191.56865,0.9512848,0.595516,8.969978,1040,7.0809325976436766,0.1341482534416796,0.14514825344167884,0.6500910705926228,0.3125502534416798,High
11946-12703,1-135767,0.030795261,0.261,0.261,135.5,8.18034906922575,1,1,0,10.766,10.766,0.0,0.037743,53.713,0.0,10.763,10.763,0.0,0.037567,54.24,0.0,10.234213322881088,10.5717535,138.54724,0.9137846,0.6965816,8.255251,1552,5.211895372967251,0.2996003615986737,0.3026003615986738,0.8313870387175861,0.4938468615986739,Mid
12488-12703,1-386876,0.022925716,0.736,0.736,88.3,7.242239535557423,1,1,0,10.111,10.149,0.084,0.025295,86.789,0.0379999999999984,10.123,10.152,0.066,0.025263,86.789,0.0289999999999999,9.476610861578596,9.814152,62.497448,0.9012222,0.3214758,9.817098,1168,3.467966874610931,0.08620842380125882,0.0742084238012602,0.7205975622226636,0.3830564238012596,Low
11970-3702,1-566330,0.029249532,0.57,0.57,74.1,5.31714244849139,1,1,2,9.921,10.055,0.266,0.03674,61.717,0.1340000000000003,9.886,10.054,0.32,0.03673,63.125,0.168000000000001,9.302516882083612,9.640058,62.047115,0.9266839,0.6644394,4.9576087,4672,3.223654451482452,0.23820058436215286,0.27320058436215305,0.8566837022785401,0.5191425843621524,Low
12079-9102,1-108765,0.042793676,0.53,0.53,203.8,8.14729943664923,1,1,0,11.114,11.243,0.256,0.016869,59.559,0.1289999999999995,11.087,11.239,0.293,0.018948,62.864,0.152000000000001,10.742730259561885,11.080271,188.09138,0.90300643,0.70877045,6.9060373,1040,7.109904535550266,0.35201047068448393,0.37901047068448485,0.7232802111225999,0.38573947068448483,High
11755-1902,1-282449,0.052295532,0.208,0.208,121.8,8.307675846124573,1,1,2,10.93,10.946,0.037,0.041036,12.657,0.016,10.94,10.995,0.119,0.021914,12.653,0.0549999999999997,10.752313993423844,11.089854,123.26279,0.91922873,0.78923297,6.808962,4288,8.759604435654223,0.25955739752093554,0.24955739752093578,0.4372434040970917,0.09970339752093457,High
