plateifu,mangaid,z,Lambda_Re,lambda_r,Sigma_Re,Re_arcsec_MGE,Qual,drp3qual,target,log_Ms_Re_cyl,log_Mt_Re_cyl,fdm_Re_cyl,chi2_dof_cyl,inc_deg_cyl,log_excess,log_Ms_Re_sph,log_Mt_Re_sph,fdm_Re_sph,chi2_dof_sph,inc_deg_sph,log_excess_sph,nsa_elpetro_mass,PHOTOMETRIC_MASS,STELLAR_SIGMA_1RE,STELLAR_RCHI2_1RE,drp_nsa_elpetro_ba,drp_nsa_elpetro_th50_r,drp_mngtarg1,Re_kpc,rar_resid,rar_resid_sph,rar_resid_nsa,rar_resid_firefly,mass_tertile,Eps_MGE,beta_z,LW_AGE_1Re,LW_Z_1Re,nsa_sersic_n,log_Re_kpc,kin_class
7991-12704,1-24368,0.0250049,0.68,0.68,71.0,9.54703745476179,1,1,0,8.665,10.371,0.98,0.028241,46.074,1.7060000000000013,9.353,10.365,0.903,0.028124,46.626,1.0120000000000005,9.475477964189142,9.813019,53.59901,0.8936564,0.771182,8.82633,1168,4.973672467932511,1.5553996340192344,0.867399634019234,0.7449216698300912,0.4073806340192332,Low,0.291,0.0,0.27127015590667725,-0.11902879178524017,1.90428,0.6966771822099309,fast
7991-6102,1-24354,0.0275173,0.735,0.735,73.6,3.960291221041452,1,1,2,9.848,9.971,0.246,0.042502,58.549,0.1229999999999993,9.846,9.97,0.248,0.042586,59.26,0.1240000000000005,9.593453326815007,9.930994,57.275837,0.9444554,0.381705,5.66283,4160,2.2635724061963,0.088146195555007,0.0901461955550077,0.3426928687400005,0.0051521955550076,Low,0.475,0.0,0.6632325649261475,-0.03678448498249054,0.616351,0.3547943910815776,fast
7991-12701,1-595027,0.0288967,0.85,0.85,121.6,8.32026923919168,3,1,0,10.647,10.647,0.0,0.018633,65.636,0.0,10.651,10.652,0.0,0.017969,65.593,0.0009999999999994,10.15839265038712,10.495934,70.08806,0.98911566,0.515362,9.24619,1552,4.985654762283738,-0.1925808042779027,-0.1965808042779022,0.2960265453349782,-0.0415148042779025,Mid,0.53,0.427,0.24707843363285065,-0.0966559648513794,0.777842,0.6977222019603323,fast
7991-12703,1-595093,0.0300075,0.826,0.826,149.9,9.957898108925232,3,1,0,10.856,10.889,0.073,0.020625,74.911,0.0329999999999994,10.874,10.894,0.044,0.020312,74.911,0.0199999999999995,10.481706278440688,10.819247,109.14754,0.916817,0.396696,11.5,1040,6.188007368451907,0.0769876415015675,0.0589876415015668,0.4512813630608793,0.1137406415015667,Mid,0.67,0.0,0.5873262882232666,0.05624047666788101,1.83581,0.7915508221695565,fast
7991-6101,1-24018,0.0328402,0.451,0.451,128.1,7.648537863404563,1,1,0,10.67,10.67,0.0,0.035839,26.94,0.0,10.674,10.679,0.012,0.033162,26.838,0.0050000000000007,10.37914228664732,10.716682,129.19946,1.0493155,0.931379,6.20881,1040,5.183846516952815,0.3325824470102474,0.3285824470102479,0.6234401603629266,0.2859004470102469,Mid,0.106,0.0,0.7113949656486511,0.08691760152578354,6.0,0.7146521344853698,fast
7991-3704,1-23891,0.0274682,0.668,0.668,153.8,5.411164888925812,1,1,0,10.653,10.691,0.083,0.032387,80.702,0.0380000000000002,10.663,10.692,0.066,0.032166,80.732,0.0289999999999999,10.217476047878812,10.5550165,138.08511,1.3355514,0.501249,5.1223,1040,3.0875090028685683,0.1823108486499703,0.1723108486499705,0.6178348007711592,0.28029434864997,Mid,0.436,0.0,0.7904667258262634,0.14101798832416534,2.90223,0.4896082326289983,fast
7991-6104,1-24148,0.0282021,0.713,0.713,131.2,4.80636464444432,3,1,0,10.296,10.449,0.297,0.018311,78.594,0.1530000000000004,10.203,10.433,0.41,0.017708,78.361,0.2300000000000004,10.137774907199372,10.475315,110.17038,1.1461816,0.464158,5.4097,1168,2.81319390167416,0.3027382776455259,0.395738277645526,0.4609633704461535,0.1234232776455252,Mid,0.681,0.0,0.7587541341781616,0.13457757234573364,1.67639,0.44919966729670346,fast
7991-3703,1-24124,0.0268484,0.714,0.714,64.9,4.256576376098324,1,1,2,9.181,9.85,0.785,0.032499,59.268,0.6690000000000005,9.682,9.854,0.327,0.033774,62.779,0.1719999999999988,9.457127658016958,9.794668,51.00471,0.9237707,0.548197,4.65501,4672,2.3757024040459203,0.6754215179384639,0.1744215179384626,0.399293859921505,0.0617535179384633,Low,0.505,0.0,0.5620124340057373,0.07925356179475784,1.09994,0.3757920371612832,fast
7977-1901,1-115062,0.0260569,0.15,0.15,126.8,1.82062040402632,1,1,2,10.047,10.047,0.0,0.054992,33.92,0.0,10.044,10.05,0.013,0.052894,34.361,0.0060000000000002,9.620189166878436,9.957729,127.71718,1.3908427,0.865932,1.29971,4288,0.987124134700746,0.2252793273350131,0.2282793273350131,0.6520901604565773,0.3145503273350131,Low,0.121,0.295,0.83403080701828,0.16956764459609985,6.0,-0.005628229675201549,slow
7977-3702,1-114928,0.0273478,0.644,0.644,173.7,5.8641396277705535,1,1,0,10.634,10.722,0.181,0.013914,72.045,0.0879999999999991,10.647,10.725,0.162,0.01608,86.698,0.0779999999999994,10.31298508676832,10.650526,162.04541,1.1890662,0.680598,4.63049,1040,3.331787277543566,0.3733596490028636,0.3603596490028637,0.6943745622345442,0.3568336490028647,Mid,0.401,0.105,0.8257193565368652,0.026986215263605118,6.0,0.522677265502415,fast
7977-1902,1-115128,0.0358116,0.643,0.643,106.3,7.411521164755127,3,1,0,10.653,10.672,0.043,0.036548,68.947,0.0190000000000001,10.662,10.675,0.029,0.036751,69.037,0.0129999999999999,10.241075573682414,10.578616,84.9227,0.9304918,0.49669,7.78621,64,5.458129665476538,0.0075003512806343,-0.0014996487193658,0.4194247775982208,0.0818843512806346,Mid,0.556,0.033,0.30777543783187866,-0.1354082077741623,1.94494,0.7370438487270715,fast
7977-9101,1-596598,0.0265918,0.688,0.688,108.3,7.453829183081331,1,1,0,10.329,10.45,0.242,0.019168,63.877,0.1209999999999986,10.23,10.441,0.385,0.019881,64.057,0.2110000000000003,10.328018560809646,10.665559,97.414406,0.93104064,0.633549,6.94501,1040,4.121690206491495,0.3287306352508787,0.4277306352508789,0.3297120744412333,-0.0078283647491207,Mid,0.501,0.0,0.7344805598258972,0.025842346251010895,3.84267,0.6150753463303025,fast
7977-12704,1-636015,0.0273857,0.775,0.775,136.9,8.527521922065901,3,1,0,10.623,10.624,0.0,0.024099,77.953,0.0010000000000012,10.5,10.597,0.201,0.020551,77.503,0.0969999999999995,10.233341376909852,10.570882,100.081955,0.95146793,0.320413,11.7411,1040,4.851514470108784,0.1289978071288585,0.2519978071288578,0.5186564302190059,0.1811158071288585,Mid,0.759,0.291,0.4275752902030945,-0.03596218675374985,0.939496,0.6858773310437575,fast
7977-3701,1-115097,0.0274473,0.341,0.341,112.8,4.672409207109314,1,1,2,10.252,10.255,0.005,0.040856,69.758,0.0030000000000001,10.299,10.299,0.0,0.050103,86.509,0.0,9.909029957699213,10.246571,111.58621,1.0564697,0.528689,4.65282,4288,2.664027799792204,0.3341687222723427,0.2871687222723438,0.6771387645731307,0.3395977222723439,Mid,0.623,0.597,0.7159652709960938,-0.09956993907690048,2.69354,0.42553875249276724,fast
7977-3704,1-114956,0.0270248,0.73,0.73,106.0,4.628957737520637,3,1,0,10.241,10.313,0.153,0.030432,53.127,0.0720000000000009,10.203,10.329,0.252,0.030079,52.966,0.1260000000000012,10.056157526974676,10.393698,96.24014,1.1729326,0.756417,3.93806,1168,2.5999567558602505,0.206087532303739,0.2440875323037392,0.3909300053290624,0.053389532303738,Low,0.288,0.0,0.4799453616142273,-0.093534454703331,3.28839,0.41496612456795134,fast
7975-3702,1-114171,0.0881405,0.306,0.306,284.6,4.943893985814976,1,1,0,11.553,11.592,0.084,0.023897,85.23,0.0389999999999997,11.567,11.593,0.057,0.043915,85.23,0.0259999999999998,11.128967615631462,11.466508,283.86038,1.0509652,0.849777,4.32828,1040,8.422750504888644,0.3440724115698194,0.33007241156982,0.7681047959383585,0.4305644115698209,High,0.227,0.082,0.873959481716156,0.19472935795783997,6.0,0.9254539363967591,slow
7975-9101,1-114306,0.0636505,0.808,0.808,104.3,8.333338276208048,1,1,0,10.794,11.237,0.639,0.020271,31.956,0.4429999999999996,10.631,11.259,0.765,0.020083,32.005,0.6280000000000001,10.423671765289518,10.761212,70.02174,0.93627834,0.811891,7.50072,64,10.551376227363845,-0.014816178572312,0.1481838214276882,0.3555120561381707,0.0179718214276879,Mid,0.186,0.0,0.10163405537605286,0.030189858749508858,1.58116,1.0233091088251547,fast
7975-9102,1-114500,0.0220849,0.79,0.79,95.2,6.257139731519708,3,1,0,10.134,10.137,0.006,0.026896,76.184,0.0030000000000001,10.107,10.137,0.067,0.02741,76.977,0.0300000000000011,9.82239693934044,10.159938,66.23783,0.99119127,0.355321,7.54684,1040,2.889308899783867,0.0344150832625632,0.0614150832625642,0.346018143922124,0.0084770832625631,Low,0.721,0.368,0.30437755584716797,-0.12589465081691742,1.00952,0.4607939753160134,fast
7975-6102,1-114145,0.0341885,0.731,0.731,129.1,7.212457430253357,3,1,2,10.737,10.797,0.129,0.022331,52.95,0.0600000000000005,10.73,10.8,0.148,0.022441,53.009,0.0700000000000002,10.370496435464458,10.708037,109.10497,1.0115836,0.655866,6.64386,4240,5.080719139908683,0.1100231719345739,0.1170231719345735,0.4765267364701154,0.1389861719345748,Mid,0.339,0.136,0.6179027557373047,0.0449104867875576,3.10336,0.7059251879511981,fast
7975-3703,1-114532,0.0902261,0.227,0.227,185.1,3.645672177405128,1,1,0,11.083,11.108,0.053,0.043401,82.799,0.0250000000000003,11.114,11.114,0.0,0.042395,82.774,0.0,10.841614715532264,11.179155,185.97957,1.0351171,0.920698,2.77167,32,6.342568234937963,0.3236045422123178,0.2926045422123173,0.5649898266800536,0.2274495422123184,High,0.096,0.007,0.7651205658912659,0.11275666207075119,4.71661,0.8022651481677335,slow
7975-12703,1-114325,0.0288791,0.855,0.855,122.7,10.02864507885612,3,1,0,10.708,10.714,0.012,0.024499,80.835,0.0060000000000002,10.392,10.668,0.47,0.02137,80.838,0.2759999999999998,10.264541580529748,10.602082,68.923996,0.90968215,0.244175,15.3995,1552,6.005812002167803,-0.1872784538407109,0.1287215461592898,0.256179965629541,-0.08136045384071,Mid,0.843,0.284,0.4417133927345276,-0.09508220106363297,1.02141,0.7785717335074854,fast
7975-3704,1-550578,0.0766043,0.059,0.059,259.2,8.900125026070567,1,1,0,12.243,12.823,0.736,0.017871,2.566,0.5800000000000001,12.244,12.823,0.736,0.017886,2.566,0.5790000000000006,11.024690862355431,11.362231,258.91483,1.050269,0.855146,7.10584,1040,13.357123566262349,-0.2255642879081372,-0.2265642879081367,0.992744849736432,0.6552047120918635,High,0.154,0.0,0.6875128746032715,0.09280245751142502,6.0,1.1257129436336295,slow
7975-1902,1-114334,0.0222473,0.736,0.736,123.0,3.0331523057088376,1,1,0,10.023,10.11,0.182,0.021187,72.512,0.0869999999999997,9.965,10.101,0.268,0.02158,72.398,0.136000000000001,9.921510641647906,10.259051,108.16928,1.7835972,0.56156,3.08396,1552,1.4106150966876134,0.260025320883874,0.3180253208838737,0.3615146792359677,0.0239743208838741,Low,0.609,0.0,0.6959162354469299,-0.012152488343417645,2.23041,0.149408527440698,fast
8459-3702,1-166919,0.0722105,0.687,0.687,158.9,4.938388342906874,3,1,2,11.23,11.272,0.092,0.02851,32.071,0.0419999999999998,11.228,11.263,0.077,0.028349,32.123,0.0350000000000001,10.781736710356324,11.119277,141.81837,1.0286216,0.866956,4.04089,4288,7.022474915424587,-0.014635908959575,-0.0126359089595746,0.4336273806841016,0.096087091040425,High,0.2,0.0,0.46943989396095276,-0.0006734870839864016,2.44261,0.8464901965582522,fast
8459-12704,1-167075,0.0158584,0.692,0.692,69.6,9.33138775029506,1,1,0,9.982,10.098,0.234,0.070982,53.497,0.1160000000000014,9.805,10.118,0.513,0.071335,54.023,0.3130000000000006,8.806883097275575,9.1444235,56.215794,0.8893773,0.62063,9.65353,1168,3.1176017589688736,0.0769462515186844,0.2539462515186841,1.2520631542431089,0.9145227515186836,Low,0.442,0.0,-0.25699499249458313,-0.1459151953458786,2.02761,0.49382063781615176,fast
8459-12703,1-167113,0.0264594,0.702,0.702,84.1,7.258880506546514,3,1,2,10.183,10.183,0.0,0.028662,71.936,0.0,10.14,10.181,0.089,0.028506,71.936,0.0409999999999985,9.553639122438485,9.89118,63.21372,0.89086735,0.415025,8.60184,4240,3.9945463805065295,0.0854990805074653,0.1284990805074646,0.7148599580689805,0.3773190805074648,Low,0.643,0.478,0.2532433569431305,-0.1266302466392517,1.03095,0.6014674680984815,fast
8317-1901,1-283711,0.094444,0.441,0.441,138.7,19.65840250397797,1,1,0,11.532,11.532,0.0,0.067062,27.066,0.0,11.683,11.683,0.0,0.038534,26.137,0.0,11.897247605044448,12.234788,150.34502,1.0167717,0.60888,,8192,35.6246522046653,0.4393376430323004,0.2883376430323007,0.0740900379878519,-0.2634503569676994,High,0.021,0.0,-9999.0,-9999.0,0.620336,1.551750633119528,fast
8317-3702,1-259117,0.0389212,0.169,0.169,222.6,8.13804471711894,1,1,0,11.073,11.197,0.247,0.010537,85.845,0.1239999999999987,11.072,11.199,0.252,0.0166,85.845,0.1270000000000006,10.5895575545964,10.927098,226.41423,1.0869411,0.74908,4.57707,1040,6.489255073302759,0.5144111979064407,0.515411197906442,0.9978536433100412,0.6603131979064403,High,0.325,0.123,0.8272548317909241,0.09271395206451416,6.0,0.8121948453177438,slow
8317-12704,1-259142,0.0543234,0.749,0.749,201.8,9.662371483935758,3,1,0,11.415,11.451,0.079,0.028077,68.993,0.0360000000000013,11.4,11.434,0.073,0.02659,68.953,0.0339999999999989,10.914190254316734,11.251731,180.26646,0.91813254,0.577156,10.7006,1040,10.557541297139942,0.1858015650707441,0.2008015650707429,0.6866113107540088,0.3490705650707438,High,0.353,0.0,0.5697503685951233,-0.010530506260693073,5.15613,1.0235627888973164,fast
8317-6102,1-259537,0.0578109,0.795,0.795,163.4,6.882368619000247,1,1,0,11.167,11.303,0.268,0.021013,49.06,0.136000000000001,11.244,11.287,0.095,0.019737,49.06,0.043000000000001,10.74656803792884,11.084108,114.35089,0.9499653,0.817107,5.83389,1040,7.969667543860652,-0.0836717811669599,-0.1606717811669599,0.3367601809041995,-0.0007797811669606,High,0.137,0.0,0.17164172232151031,0.02514927089214325,1.11924,0.9014402051002213,fast
8261-3702,1-575845,0.101657,0.15,0.15,244.1,6.038589542495431,1,1,0,11.576,11.695,0.238,0.030184,24.344,0.1189999999999997,11.599,11.677,0.163,0.029974,26.033,0.0779999999999994,11.126654065048625,11.464194,245.98203,0.9076324,0.908547,4.92217,1040,11.680883454651338,0.3386913688690368,0.3156913688690371,0.7880373038204127,0.4504973688690364,High,0.07,0.0,0.7880609035491943,0.154723659157753,6.0,1.0674756908046683,slow
8261-1902,1-282151,0.023694,0.562,0.562,189.7,3.409778199956248,1,1,0,10.428,10.498,0.144,0.020215,86.643,0.0699999999999985,10.432,10.499,0.139,0.027858,86.643,0.0670000000000001,9.973530082695447,10.31107,188.78726,1.6185385,0.643978,2.41531,1040,1.6859263715571744,0.4161928861560863,0.4121928861560866,0.87066280346064,0.5331228861560863,Mid,0.515,0.079,0.8251200914382935,0.12776543200016022,6.0,0.2268386040226122,fast
8261-6102,1-258315,0.0228629,0.599,0.599,85.9,6.978583912653873,3,1,0,10.299,10.457,0.305,0.019944,35.103,0.1580000000000012,10.353,10.419,0.141,0.019155,35.194,0.0660000000000007,9.973041448123851,10.310582,75.83746,0.94386476,0.864719,5.54978,1040,3.3328126154728026,0.0489873698248218,-0.0050126301751785,0.3749459217009701,0.0374053698248211,Mid,0.163,0.0,0.40506017208099365,-0.03564838692545891,2.00236,0.5228108965126528,fast
8261-3701,1-575838,0.0409084,0.619,0.619,157.1,6.4740488655246,1,1,0,10.8,10.877,0.161,0.021888,69.808,0.0769999999999999,10.852,10.885,0.072,0.020126,69.808,0.0329999999999994,10.580615958139038,10.918157,144.62688,1.0967014,0.736539,4.97921,1040,5.4130344828627655,0.3193477439945502,0.2673477439945506,0.5387317858555127,0.2011907439945502,Mid,0.378,0.0,0.4673992097377777,-0.07228104025125504,6.0,0.7334407937027958,fast
8261-6101,1-258118,0.0671612,0.124,0.124,255.8,7.722081818124582,1,1,0,11.547,11.604,0.121,0.024158,78.077,0.0569999999999986,11.58,11.605,0.056,0.026081,85.847,0.0250000000000003,11.014629728672045,11.35217,257.45895,0.9303335,0.752772,6.58426,1040,10.274019231603154,0.3515652773266094,0.3185652773266099,0.8839355486545653,0.5463952773266108,High,0.284,0.008,0.7425025701522827,0.1916518360376358,3.94403,1.0117403743308249,slow
8261-3704,1-258685,0.0861471,0.279,0.279,205.0,5.874876011321184,3,1,2,11.42,11.487,0.141,0.034336,17.992,0.0670000000000001,11.417,11.485,0.144,0.034355,18.091,0.0679999999999996,11.019818074969756,11.357359,206.12259,0.94419485,0.966007,4.3242,4096,9.805218022777003,0.2651173521154829,0.2681173521154829,0.6652992771457271,0.3277583521154821,High,0.023,0.0,0.779589056968689,0.1790737807750702,6.0,0.9914572548152545,slow
8261-12705,1-575847,0.0257328,0.674,0.674,121.6,11.169106477273854,3,1,0,10.72,10.72,0.0,0.019599,76.03,0.0,10.712,10.714,0.004,0.018453,75.374,0.0020000000000006,10.31204823411121,10.649589,94.875824,0.9040511,0.411278,12.2771,1088,5.982816353005239,0.0766257091611888,0.0846257091611897,0.48457747504998,0.1470367091611889,Mid,0.657,0.037,0.32039499282836914,-0.10633992403745651,1.49994,0.7769056720547276,fast
8261-3703,1-258477,0.0658507,0.044,0.044,286.1,7.147198554240802,1,1,0,11.607,11.65,0.092,0.029496,82.799,0.043000000000001,11.64,11.652,0.024,0.030109,82.799,0.0119999999999986,10.94790697237356,11.285447,291.61655,0.9831886,0.923742,4.56144,1040,9.33803501612238,0.3582887490521484,0.325288749052147,1.0173817766785886,0.6798417490521481,High,0.121,0.009,0.8477563858032227,0.20834152400493622,6.0,0.97025549813197,slow
8601-1901,1-211100,0.0309313,0.219,0.219,182.4,4.852062892923976,1,1,0,10.756,10.792,0.079,0.032342,86.357,0.0359999999999995,10.76,10.793,0.072,0.055696,86.357,0.0329999999999994,10.272797395340085,10.610338,185.91325,1.2553668,0.772068,2.99247,1040,3.104510947832309,0.340022797143271,0.3360227971432714,0.8232254018031864,0.4856847971432706,Mid,0.281,0.183,0.8378587961196899,0.06765657663345337,6.0,0.49199319569264055,slow
8451-6103,1-558910,0.0587222,0.441,0.441,210.1,7.840231411025583,1,1,0,11.346,11.346,0.0,0.036063,67.371,0.0,11.316,11.338,0.048,0.031146,86.206,0.0219999999999984,10.891018112401628,11.228559,204.89348,0.8864808,0.681116,6.47136,1040,9.212005160873211,0.3068193656524789,0.3368193656524783,0.7618012532508507,0.4242603656524784,High,0.448,0.231,0.6600059866905212,0.07554642111063004,6.0,0.9643541725985472,fast
8451-6102,1-256048,0.0757031,0.073,0.073,264.6,7.663572357290247,1,1,0,11.614,11.645,0.065,0.040179,39.215,0.0309999999999988,11.757,11.758,0.0,0.037142,3.043,0.0009999999999994,11.041759706274034,11.3793,277.5229,0.9204731,0.831523,5.8069,1040,11.37804736769528,0.3940743030892632,0.2510743030892643,0.96631459681523,0.6287743030892633,High,0.183,0.0,0.7666042447090149,0.11330178380012512,6.0,1.0560677374371896,slow
8451-3703,1-277858,0.036215,0.565,0.565,232.3,5.190057030885862,1,1,0,11.041,11.078,0.079,0.031325,71.404,0.036999999999999,11.032,11.099,0.14,0.025136,71.413,0.0670000000000001,10.46055056891297,10.798091,223.62572,1.1688844,0.660241,4.46581,1168,3.863336141243773,0.310414916154464,0.3194149161544644,0.8908643472414948,0.553323916154465,High,0.551,0.0,0.9037513136863708,0.1693952977657318,3.77856,0.5869624968935194,fast
8082-1901,1-38103,0.0285588,0.093,0.093,73.1,3.3475227646712336,1,1,2,9.822,9.838,0.037,0.047218,33.361,0.016,9.871,9.871,0.0,0.043425,28.471,0.0,9.752312787359235,10.089853,71.84485,1.402576,0.942915,2.06588,4224,1.98325049896737,0.2535777725291217,0.2045777725291205,0.3232649851698855,-0.0142752274708788,Low,0.03,0.0,0.6347028613090515,-0.14779803156852722,6.0,0.29737757222267913,slow
8082-3702,1-37973,0.0213565,0.636,0.636,69.1,4.397251002501932,1,1,0,7.897,9.682,0.984,0.059528,70.321,1.785,9.041,9.723,0.792,0.051539,86.56,0.6820000000000004,8.797167094287605,9.134707,46.05098,0.87257534,0.447441,5.10403,1168,1.9652529665601457,1.7883051295563417,0.6443051295563413,0.8881380352687364,0.5505981295563411,Low,0.628,0.0,0.42309466004371643,-0.506770670413971,1.41237,0.2934184605181525,fast
8082-1902,1-604037,0.0210053,0.695,0.695,72.1,3.681179457311765,3,1,0,9.655,9.764,0.222,0.024449,53.934,0.1089999999999999,9.633,9.764,0.261,0.024411,53.614,0.1310000000000002,9.78006804345301,10.117609,65.76693,1.39601,0.699997,3.26276,1552,1.618856777708096,0.2556324823503441,0.2776324823503444,0.1305644388973333,-0.2069765176496563,Low,0.386,0.139,0.6101058125495911,-0.1157713457942009,3.16368,0.2092084278747677,fast
8082-12701,1-604017,0.0268005,0.814,0.814,100.5,10.6769126979091,1,1,0,10.452,10.691,0.423,0.0179,50.106,0.2390000000000007,10.421,10.699,0.473,0.017894,49.896,0.2780000000000004,10.09703507181124,10.434576,66.77192,0.91379124,0.680154,9.84356,1040,5.948767290080202,0.037023624380631,0.0680236243806317,0.3919885525693916,0.0544476243806312,Mid,0.378,0.0,0.21478129923343658,-0.09430032223463058,2.95736,0.7744269800846892,fast
8082-12703,1-38042,0.021046,0.82,0.82,101.2,7.271227501045243,3,1,2,10.214,10.224,0.021,0.026399,75.862,0.0099999999999997,10.073,10.203,0.259,0.024804,76.686,0.129999999999999,9.935544043266502,10.273085,70.20763,0.9737929,0.357416,9.16724,4624,3.2036743025067507,0.0498258987910485,0.1908258987910485,0.3282818555245472,-0.009259101208951,Low,0.758,0.438,0.4132498800754547,-0.07772514969110489,1.46071,0.5056483576575366,fast
